time,roll,pitch,yaw
7.720000,90.000000,-60.515702,-0.000000
7.740000,90.000000,-60.454535,-0.000000
7.760000,90.000000,-60.394450,-0.000000
7.780000,90.000000,-60.335494,-0.000000
7.800000,90.000000,-60.277714,-0.000000
7.820000,90.000000,-60.221156,-0.000000
7.840000,90.000000,-60.165864,-0.000000
7.860000,90.000000,-60.111881,-0.000000
7.880000,90.000000,-60.059248,-0.000000
7.900000,90.000000,-60.008006,-0.000000
7.920000,90.000000,-59.958195,-0.000000
7.940000,90.000000,-59.909851,-0.000000
7.960000,90.000000,-59.863011,-0.000000
7.980000,90.000000,-59.817711,-0.000000
8.000000,90.000000,-59.773982,-0.000000
8.020000,90.000000,-59.731857,-0.000000
8.040000,90.000000,-59.691366,-0.000000
8.060000,90.000000,-59.652537,-0.000000
8.080000,90.000000,-59.615397,-0.000000
8.100000,90.000000,-59.579971,-0.000000
8.120000,90.000000,-59.546282,-0.000000
8.140000,90.000000,-59.514352,-0.000000
8.160000,90.000000,-59.484201,-0.000000
8.180000,90.000000,-59.455847,-0.000000
8.200000,90.000000,-59.429305,-0.000000
8.220000,90.000000,-59.404591,-0.000000
8.240000,90.000000,-59.381717,-0.000000
8.260000,90.000000,-59.360692,-0.000000
8.280000,90.000000,-59.341526,-0.000000
8.300000,90.000000,-59.324226,-0.000000
8.320000,90.000000,-59.308796,-0.000000
8.340000,90.000000,-59.295238,-0.000000
8.360000,90.000000,-59.283555,-0.000000
8.380000,90.000000,-59.273744,-0.000000
8.400000,90.000000,-59.265803,-0.000000
8.420000,90.000000,-59.259727,-0.000000
8.440000,90.000000,-59.255508,-0.000000
8.460000,90.000000,-59.253137,-0.000000
8.480000,90.000000,-59.252604,-0.000000
8.500000,90.000000,-59.253896,-0.000000
8.520000,90.000000,-59.256998,-0.000000
8.540000,90.000000,-59.261893,-0.000000
8.560000,90.000000,-59.268562,-0.000000
8.580000,90.000000,-59.276985,-0.000000
8.600000,90.000000,-59.287139,-0.000000
8.620000,90.000000,-59.299000,-0.000000
8.640000,90.000000,-59.312542,-0.000000
8.660000,90.000000,-59.327736,-0.000000
8.680000,90.000000,-59.344553,-0.000000
8.700000,90.000000,-59.362961,-0.000000
8.720000,90.000000,-59.382927,-0.000000
8.740000,90.000000,-59.404415,-0.000000
8.760000,90.000000,-59.427390,-0.000000
8.780000,90.000000,-59.451812,-0.000000
8.800000,90.000000,-59.477643,-0.000000
8.820000,90.000000,-59.504839,-0.000000
8.840000,90.000000,-59.533358,-0.000000
8.860000,90.000000,-59.563157,-0.000000
8.880000,90.000000,-59.594188,-0.000000
8.900000,90.000000,-59.626405,-0.000000
8.920000,90.000000,-59.659760,-0.000000
8.940000,90.000000,-59.694201,-0.000000
8.960000,90.000000,-59.729679,-0.000000
8.980000,90.000000,-59.766141,-0.000000
9.000000,90.000000,-59.803535,-0.000000
9.020000,90.000000,-59.841805,-0.000000
9.040000,90.000000,-59.880896,-0.000000
9.060000,90.000000,-59.920753,-0.000000
9.080000,90.000000,-59.961319,-0.000000
9.100000,90.000000,-60.002535,-0.000000
9.120000,90.000000,-60.044343,-0.000000
9.140000,90.000000,-60.086685,-0.000000
9.160000,90.000000,-60.129500,-0.000000
9.180000,90.000000,-60.172729,-0.000000
9.200000,90.000000,-60.216311,-0.000000
9.220000,90.000000,-60.260184,-0.000000
9.240000,90.000000,-60.304289,-0.000000
9.260000,90.000000,-60.348563,-0.000000
9.280000,90.000000,-60.392945,-0.000000
9.300000,90.000000,-60.437373,-0.000000
9.320000,90.000000,-60.481786,-0.000000
9.340000,90.000000,-60.526123,-0.000000
9.360000,90.000000,-60.570322,-0.000000
9.380000,90.000000,-60.614322,-0.000000
9.400000,90.000000,-60.658062,-0.000000
9.420000,90.000000,-60.701483,-0.000000
9.440000,90.000000,-60.744524,-0.000000
9.460000,90.000000,-60.787127,-0.000000
9.480000,90.000000,-60.829232,-0.000000
9.500000,90.000000,-60.870782,-0.000000
9.520000,90.000000,-60.911719,-0.000000
9.540000,90.000000,-60.951988,-0.000000
9.560000,90.000000,-60.991533,-0.000000
9.580000,90.000000,-61.030299,-0.000000
9.600000,90.000000,-61.068234,-0.000000
9.620000,90.000000,-61.105286,-0.000000
9.640000,90.000000,-61.141403,-0.000000
9.660000,90.000000,-61.176536,-0.000000
9.680000,90.000000,-61.210637,-0.000000
9.700000,90.000000,-61.243659,-0.000000
9.720000,90.000000,-61.275556,-0.000000
9.740000,90.000000,-61.306285,-0.000000
9.760000,90.000000,-61.335804,-0.000000
9.780000,90.000000,-61.364071,-0.000000
9.800000,90.000000,-61.391049,-0.000000
9.820000,90.000000,-61.416699,-0.000000
9.840000,90.000000,-61.440987,-0.000000
9.860000,90.000000,-61.463879,-0.000000
9.880000,90.000000,-61.485344,-0.000000
9.900000,90.000000,-61.505352,-0.000000
9.920000,90.000000,-61.523876,-0.000000
9.940000,90.000000,-61.540889,-0.000000
9.960000,90.000000,-61.556369,-0.000000
9.980000,90.000000,-61.570294,-0.000000
10.000000,90.000000,-61.582644,-0.000000
10.020000,90.000000,-61.593403,-0.000000
10.040000,90.000000,-61.602556,-0.000000
10.060000,90.000000,-61.610090,-0.000000
10.080000,90.000000,-61.615994,-0.000000
10.100000,90.000000,-61.620260,-0.000000
10.120000,90.000000,-61.622882,-0.000000
10.140000,90.000000,-61.623857,-0.000000
10.160000,90.000000,-61.623182,-0.000000
10.180000,90.000000,-61.620859,-0.000000
10.200000,90.000000,-61.616890,-0.000000
10.220000,90.000000,-61.611280,-0.000000
10.240000,90.000000,-61.604038,-0.000000
10.260000,90.000000,-61.595172,-0.000000
10.280000,90.000000,-61.584695,-0.000000
10.300000,90.000000,-61.572620,-0.000000
10.320000,90.000000,-61.558964,-0.000000
10.340000,90.000000,-61.543746,-0.000000
10.360000,90.000000,-61.526985,-0.000000
10.380000,90.000000,-61.508705,-0.000000
10.400000,90.000000,-61.488929,-0.000000
10.420000,90.000000,-61.467685,-0.000000
10.440000,90.000000,-61.445002,-0.000000
10.460000,90.000000,-61.420909,-0.000000
10.480000,90.000000,-61.395440,-0.000000
10.500000,90.000000,-61.368628,-0.000000
10.520000,90.000000,-61.340509,-0.000000
10.540000,90.000000,-61.311121,-0.000000
10.560000,90.000000,-61.280504,-0.000000
10.580000,90.000000,-61.248699,-0.000000
10.600000,90.000000,-61.215747,-0.000000
10.620000,90.000000,-61.181693,-0.000000
10.640000,90.000000,-61.146582,-0.000000
10.660000,90.000000,-61.110461,-0.000000
10.680000,90.000000,-61.073378,-0.000000
10.700000,90.000000,-61.035381,-0.000000
10.720000,90.000000,-60.996520,-0.000000
10.740000,90.000000,-60.956848,-0.000000
10.760000,90.000000,-60.916414,-0.000000
10.780000,90.000000,-60.875274,-0.000000
10.800000,90.000000,-60.833479,-0.000000
10.820000,90.000000,-60.791085,-0.000000
10.840000,90.000000,-60.748145,-0.000000
10.860000,90.000000,-60.704716,-0.000000
10.880000,90.000000,-60.660852,-0.000000
10.900000,90.000000,-60.616611,-0.000000
10.920000,90.000000,-60.572047,-0.000000
10.940000,90.000000,-60.527217,-0.000000
10.960000,90.000000,-60.482177,-0.000000
10.980000,90.000000,-60.436984,-0.000000
11.000000,90.000000,-60.391694,-0.000000
11.020000,90.000000,-60.346361,-0.000000
11.040000,90.000000,-60.301042,-0.000000
11.060000,90.000000,-60.255791,-0.000000
11.080000,90.000000,-60.210663,-0.000000
11.100000,90.000000,-60.165712,-0.000000
11.120000,90.000000,-60.120990,-0.000000
11.140000,90.000000,-60.076550,-0.000000
11.160000,90.000000,-60.032442,-0.000000
11.180000,90.000000,-59.988718,-0.000000
11.200000,90.000000,-59.945427,-0.000000
11.220000,90.000000,-59.902616,-0.000000
11.240000,90.000000,-59.860333,-0.000000
11.260000,90.000000,-59.818623,-0.000000
11.280000,90.000000,-59.777530,-0.000000
11.300000,90.000000,-59.737097,-0.000000
11.320000,90.000000,-59.697366,-0.000000
11.340000,90.000000,-59.658375,-0.000000
11.360000,90.000000,-59.620163,-0.000000
11.380000,90.000000,-59.582766,-0.000000
11.400000,90.000000,-59.546218,-0.000000
11.420000,90.000000,-59.510553,-0.000000
11.440000,90.000000,-59.475800,-0.000000
11.460000,90.000000,-59.441988,-0.000000
11.480000,90.000000,-59.409145,-0.000000
11.500000,90.000000,-59.377296,-0.000000
